Measure,Group,Day,Value
Borrow100,IW,Day 1,2.2166723208966874
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,3.70403732722534
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,0.6456911106083876
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,0.878310488286737
Borrow100,IW,Day 1,1.2655163219291166
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,3.022317496768558
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,4.187447780419578
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,2.177703430311837
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,1.8722892951699581
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,3.1469380498194246
Borrow100,IW,Day 1,4.0208619079834325
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,3.5933640288237094
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,0.839686781211131
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,0.9812511590936039
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,3.149302057016767
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,0.5943400031122636
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,1.8474658030413618
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,3.01388502099347
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,1.0155473946333697
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,2.835727451765882
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,2.701439960099863
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,0.9646058001647095
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,2.1355602528464774
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,0.03
Borrow100,IW,Day 1,4.257377907510682
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,4.34
Borrow100,IW,Day 1,3.439649030872604
Borrow100,IW,Day 1,2.1848305559445422
Borrow100,IW,Day 1,0.3977791504087862
Borrow100,IW,Day 1,4.34
IUs,IW,Day 1,4.743196846125153
IUs,IW,Day 1,7.18
IUs,IW,Day 1,7.18
IUs,IW,Day 1,6.735013622326622
IUs,IW,Day 1,5.405780776015656
IUs,IW,Day 1,5.481336571886174
IUs,IW,Day 1,4.28
IUs,IW,Day 1,6.764028302972036
IUs,IW,Day 1,5.836987266858197
IUs,IW,Day 1,7.18
IUs,IW,Day 1,4.28
IUs,IW,Day 1,4.619448335340335
IUs,IW,Day 1,4.28
IUs,IW,Day 1,5.566488260383618
IUs,IW,Day 1,4.3092300514845885
IUs,IW,Day 1,7.18
IUs,IW,Day 1,7.18
IUs,IW,Day 1,7.18
IUs,IW,Day 1,7.18
IUs,IW,Day 1,4.504049998806871
IUs,IW,Day 1,4.28
IUs,IW,Day 1,7.18
IUs,IW,Day 1,4.28
IUs,IW,Day 1,4.28
IUs,IW,Day 1,5.371186850925245
IUs,IW,Day 1,4.533003065590588
IUs,IW,Day 1,4.28
IUs,IW,Day 1,4.28
IUs,IW,Day 1,4.393765433839549
IUs,IW,Day 1,6.012211898364653
IUs,IW,Day 1,4.28
IUs,IW,Day 1,4.28
IUs,IW,Day 1,6.2765674431374805
IUs,IW,Day 1,7.18
IUs,IW,Day 1,7.18
IUs,IW,Day 1,4.28
IUs,IW,Day 1,7.18
IUs,IW,Day 1,5.623397676814301
IUs,IW,Day 1,4.28
IUs,IW,Day 1,7.18
IUs,IW,Day 1,4.28
IUs,IW,Day 1,7.18
IUs,IW,Day 1,4.28
IUs,IW,Day 1,4.28
IUs,IW,Day 1,7.034002326513289
IUs,IW,Day 1,7.18
IUs,IW,Day 1,6.370610957454964
IUs,IW,Day 1,5.6523995950477905
IUs,IW,Day 1,4.28
IUs,IW,Day 1,7.18
IUs,IW,Day 1,4.28
IUs,IW,Day 1,7.18
IUs,IW,Day 1,6.371749507616455
IUs,IW,Day 1,7.18
IUs,IW,Day 1,7.18
IUs,IW,Day 1,7.18
IUs,IW,Day 1,4.28
IUs,IW,Day 1,4.28
IUs,IW,Day 1,4.28
IUs,IW,Day 1,4.28
IUs,IW,Day 1,7.18
IUs,IW,Day 1,4.581419712453017
IUs,IW,Day 1,4.28
IUs,IW,Day 1,6.955972102384953
IUs,IW,Day 1,4.28
IUs,IW,Day 1,7.18
IUs,IW,Day 1,5.731006417039809
IUs,IW,Day 1,7.18
IUs,IW,Day 1,7.18
IUs,IW,Day 1,4.28
IUs,IW,Day 1,7.085968908794527
IUs,IW,Day 1,4.28
IUs,IW,Day 1,7.18
IUs,IW,Day 1,4.28
IUs,IW,Day 1,4.710405119089742
IUs,IW,Day 1,7.17159918372637
IUs,IW,Day 1,5.787473293699884
IUs,IW,Day 1,7.18
IUs,IW,Day 1,5.78052008600671
IUs,IW,Day 1,7.18
IUs,IW,Day 1,6.101636092320748
IUs,IW,Day 1,7.18
IUs,IW,Day 1,4.28
IUs,IW,Day 1,5.060198308976936
IUs,IW,Day 1,4.28
IUs,IW,Day 1,4.780948116857967
IUs,IW,Day 1,5.99498420170894
IUs,IW,Day 1,7.18
IUs,IW,Day 1,4.28
IUs,IW,Day 1,4.28
IUs,IW,Day 1,6.7597869076915185
IUs,IW,Day 1,5.065760954606162
IUs,IW,Day 1,7.18
IUs,IW,Day 1,4.28
IUs,IW,Day 1,7.18
IUs,IW,Day 1,5.050872552265201
IUs,IW,Day 1,4.28
IUs,IW,Day 1,7.18
IUs,IW,Day 1,7.18
IUs,IW,Day 1,7.18
C/T-unit,CW,Day 1,1.0975152270075281
C/T-unit,CW,Day 1,1.0224045833772544
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.075117159224602
C/T-unit,CW,Day 1,1.0210008204548926
C/T-unit,CW,Day 1,1.0678286154205376
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.0591188171602635
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.055774581766521
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.0796977024845578
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.083274375134408
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.0350281928612712
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.0450000564179809
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.0813952155781532
C/T-unit,CW,Day 1,1.095903160693293
C/T-unit,CW,Day 1,1.094995747008529
C/T-unit,CW,Day 1,1.0786473042765965
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.0275274154494123
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.072679901354308
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.0164121079026092
C/T-unit,CW,Day 1,1.0021131408672161
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.0712753878304115
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.0472044893705126
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.090180559591362
C/T-unit,CW,Day 1,1.000663119030933
C/T-unit,CW,Day 1,1.0105714907531496
C/T-unit,CW,Day 1,1.069212432310684
C/T-unit,CW,Day 1,1.0535479146707047
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.068277550053495
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.066034254418585
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.0001594308827604
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.0659359979810636
C/T-unit,CW,Day 1,1.0204847588010757
C/T-unit,CW,Day 1,1.0554629427168118
C/T-unit,CW,Day 1,1.027257928397311
C/T-unit,CW,Day 1,1.0893826638648543
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.095450617253929
C/T-unit,CW,Day 1,1.0957132080133558
C/T-unit,CW,Day 1,1.0732595884948848
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.0
C/T-unit,CW,Day 1,1.0206480695216453
C/T-unit,CW,Day 1,1.052493920978581
C/T-unit,CW,Day 1,1.029792004906895
C/T-unit,CW,Day 1,1.02909656753358
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.0771234987701173
C/T-unit,CW,Day 1,1.0435576089439154
C/T-unit,CW,Day 1,1.035172103688618
C/T-unit,CW,Day 1,1.0048872305553462
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.1
C/T-unit,CW,Day 1,1.0745467489840492
CoordC/T-unit,CW,Day 1,0.5000247851110764
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.562272770921724
CoordC/T-unit,CW,Day 1,0.5153507533281803
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.5453443109796601
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.5717239835143301
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.6130489736419132
CoordC/T-unit,CW,Day 1,0.5816708161399528
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.6091131229958128
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.49104329132903246
CoordC/T-unit,CW,Day 1,0.4348153762887731
CoordC/T-unit,CW,Day 1,0.7357580607348048
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.4303014366755527
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.6143832819785798
CoordC/T-unit,CW,Day 1,0.5871344612997444
CoordC/T-unit,CW,Day 1,0.4367078430062367
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.5258469813463749
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.42569051724440565
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.46884717719213115
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.5469215801952095
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.7016202640054754
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.6784259916472767
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.6391063459547776
CoordC/T-unit,CW,Day 1,0.47624696640273495
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.6773104200834654
CoordC/T-unit,CW,Day 1,0.6156314118974497
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.5962262283490048
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.7327260734383174
CoordC/T-unit,CW,Day 1,0.5334990381071265
CoordC/T-unit,CW,Day 1,0.45414675542895183
CoordC/T-unit,CW,Day 1,0.4368586875815641
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.4274354118025371
CoordC/T-unit,CW,Day 1,0.6420209931822471
CoordC/T-unit,CW,Day 1,0.5097823501003538
CoordC/T-unit,CW,Day 1,0.536561099408836
CoordC/T-unit,CW,Day 1,0.5005489850589333
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.620866493279728
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.46910119272100226
CoordC/T-unit,CW,Day 1,0.39
CoordC/T-unit,CW,Day 1,0.6306300036968373
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.4674210435298472
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.74
CoordC/T-unit,CW,Day 1,0.5592024632897593
CoordC/T-unit,CW,Day 1,0.74
MLC,CW,Day 1,6.221382049278754
MLC,CW,Day 1,6.418398438553555
MLC,CW,Day 1,5.330941717061983
MLC,CW,Day 1,6.46
MLC,CW,Day 1,5.23
MLC,CW,Day 1,6.127206344998943
MLC,CW,Day 1,5.971915047741329
MLC,CW,Day 1,6.46
MLC,CW,Day 1,6.409536623222311
MLC,CW,Day 1,6.3871592208044
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.935455615471642
MLC,CW,Day 1,6.107829737397106
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.23
MLC,CW,Day 1,6.03655304664361
MLC,CW,Day 1,5.23
MLC,CW,Day 1,6.46
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.967276141333936
MLC,CW,Day 1,6.46
MLC,CW,Day 1,6.46
MLC,CW,Day 1,5.331347229537189
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.680914228644591
MLC,CW,Day 1,5.945090048759465
MLC,CW,Day 1,5.23
MLC,CW,Day 1,6.46
MLC,CW,Day 1,5.671243866097965
MLC,CW,Day 1,6.46
MLC,CW,Day 1,6.46
MLC,CW,Day 1,5.883384648047926
MLC,CW,Day 1,6.46
MLC,CW,Day 1,5.8614996885198245
MLC,CW,Day 1,6.46
MLC,CW,Day 1,6.46
MLC,CW,Day 1,6.46
MLC,CW,Day 1,5.775673594851891
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.67995172155158
MLC,CW,Day 1,6.46
MLC,CW,Day 1,5.941203790862127
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.797015562738011
MLC,CW,Day 1,5.23
MLC,CW,Day 1,6.245370479412905
MLC,CW,Day 1,5.23
MLC,CW,Day 1,6.46
MLC,CW,Day 1,6.370197056374372
MLC,CW,Day 1,5.984017042775235
MLC,CW,Day 1,5.430843363758668
MLC,CW,Day 1,6.1630108619927135
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.821327942208339
MLC,CW,Day 1,5.23
MLC,CW,Day 1,6.217976288051331
MLC,CW,Day 1,6.201918062420914
MLC,CW,Day 1,5.708142217293183
MLC,CW,Day 1,6.46
MLC,CW,Day 1,6.274071775144939
MLC,CW,Day 1,5.655689468815852
MLC,CW,Day 1,6.098376680549916
MLC,CW,Day 1,6.46
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.869357323534489
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.2794027332491815
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.811544705293056
MLC,CW,Day 1,5.545789048706255
MLC,CW,Day 1,6.373540235556065
MLC,CW,Day 1,5.582254852262621
MLC,CW,Day 1,5.360167605154801
MLC,CW,Day 1,6.169022757777953
MLC,CW,Day 1,5.23
MLC,CW,Day 1,6.46
MLC,CW,Day 1,6.227545818306893
MLC,CW,Day 1,5.488786775637847
MLC,CW,Day 1,6.46
MLC,CW,Day 1,6.3901946447044535
MLC,CW,Day 1,5.634627400455098
MLC,CW,Day 1,6.46
MLC,CW,Day 1,5.266169197692902
MLC,CW,Day 1,6.116276904432548
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.743302140459432
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.23
MLC,CW,Day 1,5.23
MLC,CW,Day 1,6.46
MLC,CW,Day 1,6.116404199662849
MLC,CW,Day 1,5.23
GI,CW,Day 1,6.17
GI,CW,Day 1,5.405411968334302
GI,CW,Day 1,5.18
GI,CW,Day 1,5.842334699330476
GI,CW,Day 1,6.17
GI,CW,Day 1,6.12602363814357
GI,CW,Day 1,6.17
GI,CW,Day 1,6.1383408334485345
GI,CW,Day 1,5.283604700995223
GI,CW,Day 1,5.523304719769508
GI,CW,Day 1,5.469640508051975
GI,CW,Day 1,5.18
GI,CW,Day 1,5.18
GI,CW,Day 1,5.217986253674114
GI,CW,Day 1,5.18
GI,CW,Day 1,6.17
GI,CW,Day 1,6.17
GI,CW,Day 1,6.17
GI,CW,Day 1,5.504951847960725
GI,CW,Day 1,5.380392277149485
GI,CW,Day 1,5.99661297441013
GI,CW,Day 1,5.254576785117942
GI,CW,Day 1,5.18
GI,CW,Day 1,5.18
GI,CW,Day 1,5.18
GI,CW,Day 1,6.109360244785716
GI,CW,Day 1,5.459581950789389
GI,CW,Day 1,5.18
GI,CW,Day 1,5.18
GI,CW,Day 1,6.17
GI,CW,Day 1,5.364199198921382
GI,CW,Day 1,5.18
GI,CW,Day 1,5.556640795004479
GI,CW,Day 1,5.930447432077268
GI,CW,Day 1,5.750657247801166
GI,CW,Day 1,6.17
GI,CW,Day 1,5.5741600675759715
GI,CW,Day 1,5.2642564516897945
GI,CW,Day 1,5.464029971733078
GI,CW,Day 1,5.18
GI,CW,Day 1,6.17
GI,CW,Day 1,5.636043419540224
GI,CW,Day 1,6.17
GI,CW,Day 1,5.18
GI,CW,Day 1,5.748298729483415
GI,CW,Day 1,5.18
GI,CW,Day 1,6.17
GI,CW,Day 1,6.17
GI,CW,Day 1,5.657805122106242
GI,CW,Day 1,5.18
GI,CW,Day 1,6.17
GI,CW,Day 1,6.17
GI,CW,Day 1,6.17
GI,CW,Day 1,5.18
GI,CW,Day 1,5.686418698097462
GI,CW,Day 1,5.484247103466861
GI,CW,Day 1,6.17
GI,CW,Day 1,6.102626271683749
GI,CW,Day 1,6.0584596649130935
GI,CW,Day 1,5.60305660102303
GI,CW,Day 1,6.17
GI,CW,Day 1,6.17
GI,CW,Day 1,5.896019179392287
GI,CW,Day 1,5.3326965179614545
GI,CW,Day 1,5.18
GI,CW,Day 1,5.205854601076195
GI,CW,Day 1,5.197380211511446
GI,CW,Day 1,5.593439336679591
GI,CW,Day 1,5.658425734203315
GI,CW,Day 1,5.4923231577978475
GI,CW,Day 1,5.201769483747465
GI,CW,Day 1,5.888455853273487
GI,CW,Day 1,5.761933893662151
GI,CW,Day 1,6.17
GI,CW,Day 1,5.727312179896915
GI,CW,Day 1,5.18
GI,CW,Day 1,5.298491300878009
GI,CW,Day 1,6.17
GI,CW,Day 1,5.588059794780854
GI,CW,Day 1,6.17
GI,CW,Day 1,5.364113886590735
GI,CW,Day 1,5.18
GI,CW,Day 1,5.713752108003307
GI,CW,Day 1,5.18
GI,CW,Day 1,5.658218765521603
GI,CW,Day 1,5.18
GI,CW,Day 1,6.17
GI,CW,Day 1,5.762334349177942
GI,CW,Day 1,5.775613934833695
GI,CW,Day 1,5.18
GI,CW,Day 1,6.054314971375896
GI,CW,Day 1,5.18
GI,CW,Day 1,5.18
GI,CW,Day 1,6.168355886914321
GI,CW,Day 1,6.17
GI,CW,Day 1,6.098818824671786
GI,CW,Day 1,6.17
GI,CW,Day 1,6.17
GI,CW,Day 1,6.17
GI,CW,Day 1,6.17
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,14.879779635952
GramErr100,CW,Day 1,18.54809025922967
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,15.020566532119744
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,19.35919464676486
GramErr100,CW,Day 1,18.037028123589376
GramErr100,CW,Day 1,15.43192691410161
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,15.0300746495667
GramErr100,CW,Day 1,15.027809150917314
GramErr100,CW,Day 1,16.358932773220353
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,15.096727599797372
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,19.6168986452945
GramErr100,CW,Day 1,16.18003814478284
GramErr100,CW,Day 1,19.24904690941573
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,18.590855031375938
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,19.593442727451368
GramErr100,CW,Day 1,20.524553675754284
GramErr100,CW,Day 1,17.13410118687282
GramErr100,CW,Day 1,17.135899298480883
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,13.233971396257756
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,14.439728501330219
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,19.190496796282638
GramErr100,CW,Day 1,16.06600256467458
GramErr100,CW,Day 1,17.303217976102097
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,16.592859322464665
GramErr100,CW,Day 1,14.026006959774591
GramErr100,CW,Day 1,16.703292425553638
GramErr100,CW,Day 1,15.847520685107481
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,16.450848779385257
GramErr100,CW,Day 1,17.029164440636084
GramErr100,CW,Day 1,16.77247639298613
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,12.85485200253532
GramErr100,CW,Day 1,16.200944565212836
GramErr100,CW,Day 1,13.714171436427101
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,19.97567295950682
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,13.586859573069361
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,20.56823897835868
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,18.921049516997705
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,16.34486912914386
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,14.757319868703927
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,18.60657100544325
GramErr100,CW,Day 1,15.176751368572408
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,13.121513643403697
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,13.486365156965878
GramErr100,CW,Day 1,20.5631089568948
GramErr100,CW,Day 1,12.67
GramErr100,CW,Day 1,20.76
GramErr100,CW,Day 1,16.313754684004472
GramErr100,CW,Day 1,12.67
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,34.43161134325331
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,25.358558546115734
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,13.59
GramErrFreeC,CW,Day 1,22.533285175184798
GramErrFreeC,CW,Day 1,22.303570828706025
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,36.8
GramErrFreeC,CW,Day 1,15.582130934356716
GramErrFreeC,CW,Day 1,26.907863704558242
